1	2
2	2
3	2
4	1
5	2
6	1
7	3
8	1
9	2
10	2
11	5
12	7
13	6
14	8
15	3
16	2
17	1
18	4
19	1
20	8
21	1
22	1
23	1
24	3
25	1
26	1
27	1
28	4
29	3
30	7
31	1
32	1
33	3
34	1
35	10
36	10
37	1
38	7
39	6
40	4
41	1
42	12
43	1
44	7
45	2
46	9
47	6
48	12
49	7
50	4
51	1
52	8
53	2
54	3
55	2
56	1
57	2
58	8
59	6
60	4
61	1
62	3
63	6
64	1
65	9
66	14
67	6
68	1
69	3
70	2
71	1
72	5
73	1
74	2
75	2
76	2
77	5
78	15
79	1
80	1
81	10
82	3
83	2
84	7
85	5
86	17
87	13
88	4
89	2
90	5
91	1
92	1
93	13
94	2
95	1
96	9
97	1
98	2
99	6
100	15
101	6
102	1
103	1
104	5
105	6
106	2
107	17
108	7
109	1
110	12
111	4
112	7
113	7
114	4
115	9
116	14
117	10
118	13
119	7
120	11
121	23
122	1
123	2
124	6
125	18
126	15
127	8
128	1
129	13
130	1
131	11
132	2
133	24
134	8
135	24
136	2
137	18
138	2
139	2
140	2
141	1
142	5
143	10
144	4
145	2
146	7
147	1
148	13
149	13
150	3
151	23
152	1
153	1
154	13
155	21
156	32
157	33
158	1
159	18
160	25
161	5
162	2
163	1
164	13
165	5
166	1
167	4
168	2
169	2
170	1
171	9
172	1
173	2
174	2
175	8
176	2
177	35
178	2
179	2
180	35
181	16
182	7
183	39
184	5
185	2
186	10
187	6
188	1
189	10
190	4
191	3
192	8
193	2
194	1
195	29
196	21
197	1
198	17
199	3
200	26
201	25
202	8
203	16
204	32
205	1
206	6
207	12
208	1
209	16
210	17
211	33
212	3
213	11
214	6
215	1
216	6
217	3
218	5
219	1
220	1
221	1
222	9
223	8
224	9
225	30
226	5
227	2
228	16
229	17
230	22
231	33
232	33
233	3
234	10
235	20
236	26
237	9
238	24
239	11
240	5
241	1
242	1
243	3
244	1
245	10
246	5
247	39
248	4
249	2
250	7
251	9
252	10
253	3
254	1
255	2
256	3
257	6
258	5
259	12
260	6
261	5
262	8
263	9
264	3
265	1
266	2
267	11
268	4
269	37
