1	2
1	6
1	8
1	10
1	13
1	14
1	16
1	20
1	26
1	32
1	33
1	37
1	39
1	46
1	48
1	60
1	67
1	79
1	81
1	89
1	93
1	94
1	121
1	127
1	140
1	158
1	178
1	180
1	182
1	183
1	203
1	205
1	212
1	215
1	218
1	224
1	225
1	230
1	242
1	246
1	253
1	255
1	256
1	259
1	287
1	298
1	336
1	341
1	348
1	352
1	360
1	369
1	385
1	413
1	424
1	436
1	460
1	483
1	490
1	517
1	531
1	535
1	538
1	575
1	590
1	601
1	608
1	614
1	625
1	650
1	656
1	666
1	710
1	716
1	788
1	801
1	807
1	828
1	880
1	882
1	883
1	888
1	917
1	919
1	925
1	948
1	956
1	978
2	7
2	10
2	11
2	18
2	22
2	24
2	25
2	27
2	28
2	31
2	32
2	34
2	35
2	41
2	43
2	44
2	54
2	57
2	67
2	69
2	73
2	75
2	78
2	91
2	110
2	112
2	128
2	141
2	152
2	153
2	167
2	176
2	198
2	228
2	229
2	233
2	234
2	236
2	238
2	244
2	269
2	270
2	306
2	316
2	323
2	345
2	357
2	360
2	414
2	452
2	504
2	515
2	572
2	597
2	614
2	622
2	662
2	674
2	726
2	727
2	740
2	761
2	767
2	780
2	805
2	821
2	855
2	866
2	870
2	871
2	890
2	962
2	981
2	1000
3	12
3	15
3	16
3	21
3	25
3	28
3	36
3	58
3	62
3	80
3	85
3	88
3	92
3	128
3	136
3	162
3	168
3	208
3	213
3	214
3	222
3	234
3	254
3	264
3	273
3	278
3	306
3	310
3	321
3	325
3	335
3	353
3	355
3	372
3	375
3	378
3	475
3	487
3	504
3	511
3	518
3	539
3	558
3	562
3	617
3	660
3	683
3	690
3	725
3	749
3	798
3	815
3	816
3	822
3	839
3	847
3	850
3	863
3	881
3	887
3	893
3	908
3	926
3	939
3	943
3	966
3	988
3	991
3	992
3	994
4	5
4	7
4	9
4	13
4	14
4	19
4	50
4	54
4	57
4	58
4	67
4	74
4	76
4	102
4	113
4	119
4	133
4	141
4	146
4	207
4	243
4	249
4	275
4	284
4	296
4	304
4	313
4	339
4	348
4	352
4	365
4	372
4	379
4	389
4	439
4	443
4	566
4	591
4	653
4	671
4	704
4	712
4	714
4	715
4	732
4	755
4	771
4	823
4	837
4	838
4	872
4	875
4	933
5	9
5	15
5	19
5	29
5	54
5	57
5	60
5	67
5	68
5	74
5	102
5	119
5	134
5	146
5	151
5	183
5	196
5	207
5	249
5	268
5	296
5	299
5	301
5	304
5	313
5	319
5	339
5	352
5	365
5	372
5	389
5	401
5	416
5	439
5	443
5	479
5	482
5	647
5	678
5	692
5	703
5	741
5	745
5	771
5	774
5	802
5	821
5	848
5	872
5	877
5	955
5	983
6	8
6	14
6	15
6	20
6	26
6	30
6	33
6	46
6	81
6	117
6	126
6	127
6	131
6	145
6	154
6	157
6	165
6	212
6	214
6	215
6	216
6	230
6	268
6	274
6	283
6	307
6	345
6	401
6	424
6	449
6	454
6	480
6	510
6	537
6	568
6	625
6	632
6	633
6	670
6	686
6	698
6	716
6	781
6	788
6	801
6	826
6	840
6	885
6	923
6	957
7	10
7	17
7	18
7	22
7	23
7	25
7	27
7	31
7	32
7	34
7	36
7	40
7	47
7	50
7	52
7	64
7	70
7	73
7	75
7	76
7	81
7	82
7	106
7	107
7	108
7	128
7	133
7	153
7	155
7	162
7	164
7	188
7	189
7	229
7	248
7	316
7	400
7	461
7	525
7	611
7	622
7	671
7	729
7	786
7	870
7	884
7	955
7	981
8	14
8	26
8	30
8	34
8	45
8	52
8	101
8	104
8	109
8	112
8	118
8	121
8	145
8	161
8	174
8	192
8	212
8	215
8	239
8	242
8	246
8	276
8	288
8	296
8	304
8	331
8	345
8	360
8	392
8	418
8	449
8	459
8	466
8	493
8	505
8	522
8	603
8	608
8	616
8	652
8	689
8	722
8	769
8	778
8	804
8	827
8	853
8	975
9	19
9	23
9	49
9	54
9	57
9	67
9	74
9	83
9	84
9	102
9	119
9	133
9	138
9	146
9	151
9	168
9	207
9	244
9	249
9	275
9	296
9	304
9	315
9	319
9	339
9	379
9	383
9	391
9	401
9	415
9	416
9	456
9	457
9	479
9	482
9	491
9	703
9	715
9	741
9	745
9	752
9	795
9	922
9	999
10	14
10	17
10	33
10	36
10	39
10	42
10	45
10	46
10	50
10	55
10	60
10	101
10	133
10	185
10	191
10	193
10	203
10	238
10	239
10	251
10	256
10	263
10	281
10	283
10	291
10	302
10	318
10	341
10	358
10	360
10	362
10	424
10	441
10	486
10	511
10	528
10	555
10	615
10	625
10	686
10	861
10	908
10	920
11	14
11	22
11	24
11	25
11	27
11	31
11	32
11	34
11	40
11	41
11	43
11	52
11	64
11	65
11	66
11	69
11	79
11	108
11	124
11	125
11	137
11	152
11	155
11	163
11	190
11	199
11	234
11	316
11	323
11	351
11	366
11	396
11	407
11	437
11	529
11	573
11	586
11	614
11	676
11	684
11	851
11	866
11	892
11	990
12	19
12	29
12	38
12	42
12	51
12	65
12	72
12	87
12	103
12	122
12	123
12	139
12	144
12	159
12	243
12	265
12	266
12	284
12	294
12	308
12	326
12	333
12	350
12	374
12	381
12	387
12	397
12	420
12	499
12	512
12	609
12	650
12	668
12	679
12	695
12	709
12	724
12	790
12	889
12	897
12	934
12	952
12	972
13	33
13	36
13	48
13	55
13	60
13	66
13	68
13	96
13	104
13	107
13	109
13	121
13	147
13	180
13	193
13	196
13	205
13	219
13	224
13	227
13	230
13	242
13	246
13	251
13	283
13	356
13	406
13	435
13	453
13	462
13	493
13	505
13	526
